MirBase Name	BR:BT_549	BR:HS578T	BR:MCF7	BR:MDA_MB_231	BR:T47D	CNS:SF_268	CNS:SF_295	CNS:SF_539	CNS:SNB_19	CNS:SNB_75	CNS:U251	CO:COLO205	CO:HCC_2998	CO:HCT_116	CO:HCT_15	CO:HT29	CO:KM12	CO:SW_620	LE:CCRF_CEM	LE:HL_60	LE:K_562	LE:MOLT_4	LE:RPMI_8226	LE:SR	ME:LOXIMVI	ME:M14	ME:MALME_3M	ME:SK_MEL_2	ME:SK_MEL_28	ME:SK_MEL_5	ME:UACC_257	ME:UACC_62	LC:A549	LC:EKVX	LC:NCI_H226	LC:NCI_H23	LC:NCI_H322M	LC:NCI_H460	LC:NCI_H522	LC:HOP_62	LC:HOP_92	OV:IGROV1	OV:OVCAR_3	OV:OVCAR_4	OV:OVCAR_5	OV:OVCAR_8	OV:SK_OV_3	PR:DU_145	PR:PC_3	RE:786_0	RE:A498	RE:ACHN	RE:CAKI_1	RE:RXF_393	RE:SN12C	RE:TK_10	RE:UO_31
hsa-mir-450a-1	-2.449	-4.41	-1.393	-2.287	-3.412	-0.687	-3.093	-1.352	-1.08	-2.291	-1.399	-3.647	-3.615	-3.398	-3.453	-4.116	-3.687	-2.984	-1.178	-2.485	-1.38	-2.916	-2.905	-2.26	-4.204	-2.322	-2.476	-3.673	-2.607	-3.213	-3.36	-2.916	-1.194	-1.135	-2.76	-1.546	-3.208	-2.281	-3.903	-1.972	-3.606	-2.145	-3.07	-3.454	-3.785	-3.456	-3.045	-0.733	-2.469	-3.329	-1.402	-2.217	-3.457	-1.971	-0.875	-3.162	-3.24
hsa-mir-450a-2	-2.449	-4.41	-1.393	-2.287	-3.412	-0.687	-3.093	-1.352	-1.08	-2.291	-1.399	-3.647	-3.615	-3.398	-3.453	-4.116	-3.687	-2.984	-1.178	-2.485	-1.38	-2.916	-2.905	-2.26	-4.204	-2.322	-2.476	-3.673	-2.607	-3.213	-3.36	-2.916	-1.194	-1.135	-2.76	-1.546	-3.208	-2.281	-3.903	-1.972	-3.606	-2.145	-3.07	-3.454	-3.785	-3.456	-3.045	-0.733	-2.469	-3.329	-1.402	-2.217	-3.457	-1.971	-0.875	-3.162	-3.24
hsa-mir-542	-2.438	-4.41	-2.287	-2.919	-3.412	-1.511	-3.093	-1.791	-1.702	-3.164	-2.378	-3.647	-3.615	-3.398	-3.453	-4.116	-3.687	-4.084	-1.959	-3.167	-1.38	-3.191	-2.905	-2.26	-4.257	-3.519	-2.185	-3.673	-2.607	-3.213	-3.36	-4.04	-1.773	-1.676	-3.715	-1.398	-3.488	-3.176	-3.903	-1.979	-3.606	-3.187	-3.07	-3.454	-3.785	-3.661	-3.045	-2.521	-2.442	-2.582	-0.851	-3.895	-4.513	-1.526	-2.43	-3.162	-3.998
hsa-mir-503	0.822	-4.41	-2.072	-0.143	-3.412	0.552	-3.093	-1.552	-1.916	-2.92	-1.837	-3.647	-3.615	-3.398	-3.453	-4.116	-3.687	-3.31	-1.719	-3.167	-1.38	-0.918	-1.882	-2.082	-3.777	-3.98	-1.886	-3.652	-2.607	-3.213	-3.233	-4.052	-0.264	-1.2	-2.679	-0.666	-3.495	-2.366	-3.903	-1.885	-2.495	-1.282	-3.07	-3.124	-2.385	-0.187	-2.808	-1.278	-2.465	-0.568	2.249	-2.658	-3.005	0.241	1.883	-2.829	-2.87
hsa-mir-424	-1.096	-4.41	-3.923	-3.376	-3.412	-1.946	-3.093	-3.561	-4.162	-3.698	-3.202	-3.647	-3.228	-3.398	-3.453	-4.116	-3.687	-4.263	-0.438	-2.547	-1.38	-3.134	-2.424	-2.26	-4.257	-3.891	-3.345	-3.673	-2.607	-3.213	-3.36	-3.871	-2.891	-3.96	-4.273	-3.916	-4.285	-3.145	-3.903	-3.497	-3.309	-3.876	-3.07	-3.454	-3.785	-1.737	-3.045	-3.094	-3.338	-3.624	-1.762	-3.047	-4.432	-3.269	0.579	-3.162	-3.998
hsa-mir-505	-0.191	-1.253	-0.735	-1.582	-2.072	-0.675	-1.88	-1.897	-1.95	-0.302	-0.779	-3.647	-1.649	-1.207	-1.423	-4.116	-1.027	-1.022	-1.388	-0.291	-0.415	-0.384	-0.858	-2.26	-1.128	-1.729	-3.345	-1.267	-2.607	-1.859	-3.232	-1.557	-1.745	-2.663	-1.115	-1.053	-2.985	-1.147	0.523	-1.284	-1.531	-0.773	0.274	-0.954	-2.654	-2.352	-1.662	-2.3	-0.562	-1.262	-1.341	-2.886	-1.576	-1.607	-1.218	-1.889	-2.855
hsa-mir-892b	0.006	-2.068	-1.666	-1.411	-1.475	-0.434	0.566	-1.857	-2.379	-1.46	0.175	-1.683	-1.667	-0.064	-0.169	-2.533	-2.379	-0.301	0.424	0.8	-1.097	-1.418	-1.259	-1.326	0.627	0.534	-2.824	-2.609	-2.159	-2.129	-2.552	0.511	-1.334	-2.654	-0.554	-2.626	-2.978	1.042	-2.903	-1.943	-1.835	0.474	-1.175	-1.349	-2.393	0.228	-1.383	0.443	-1.785	-1.692	-1.371	0.84	0.358	-2.178	0.331	-1.369	0.796
hsa-mir-513c	-1.38	-4.41	-4.002	-3.529	-3.412	-2.497	-2.823	-3.848	-3.958	-3.693	-2.535	-3.135	-3.28	-3.311	-3.438	-4.116	-3.687	-2.679	0.323	-2.008	-1.38	-3.201	-2.905	-2.26	-2.471	-2.146	-0.69	0.535	-0.625	-0.313	0.111	-1.094	-2.891	-4.328	-2.956	-3.916	-4.285	-1.904	-3.903	-3.497	-3.606	-2.273	-3.07	-3.454	-3.785	-1.676	-3.045	-2.126	-3.366	-3.624	-2.894	-1.559	-2.96	-3.496	-2.369	-3.162	-2.404
hsa-mir-513b	-0.201	-4.036	-3.229	-2.931	-3.249	-1.263	-2.039	-2.949	-2.715	-2.612	-1.428	-1.718	-1.815	-2.235	-2.249	-3.466	-2.965	-1.396	1.619	-0.725	-1.38	-3.201	-2.639	-1.629	-1.078	-0.848	-0.629	0.805	-0.581	-0.011	0.132	0.152	-2.891	-3.246	-1.718	-3.916	-4.285	-0.656	-3.903	-3.497	-3.017	-1.024	-3.07	-3.454	-3.785	-0.298	-3.045	-0.842	-3.262	-3.624	-2.517	-0.177	-1.502	-3.193	-0.917	-2.898	-0.942
hsa-mir-513a-1	1.067	-3.36	-2.442	-1.837	-2.435	-0.273	-0.684	-2.092	-1.956	-1.576	-0.333	-1.083	-0.867	-0.989	-0.972	-2.647	-1.848	-0.24	3.006	0.473	-1.38	-3.16	-1.496	-0.864	0.143	0.308	0.466	1.653	0.603	0.897	1.367	1.147	-2.611	-2.04	-0.401	-3.336	-4.035	0.582	-3.903	-2.742	-1.957	0.094	-3.07	-3.454	-3.785	0.91	-3.045	0.364	-2.836	-3.624	-0.504	1.168	-0.355	-2.607	0.161	-2.315	0.194
hsa-mir-513a-2	1.067	-3.36	-2.442	-1.837	-2.435	-0.273	-0.684	-2.092	-1.956	-1.576	-0.333	-1.083	-0.867	-0.989	-0.972	-2.647	-1.848	-0.24	3.006	0.473	-1.38	-3.16	-1.496	-0.864	0.143	0.308	0.466	1.653	0.603	0.897	1.367	1.147	-2.611	-2.04	-0.401	-3.336	-4.035	0.582	-3.903	-2.742	-1.957	0.094	-3.07	-3.454	-3.785	0.91	-3.045	0.364	-2.836	-3.624	-0.504	1.168	-0.355	-2.607	0.161	-2.315	0.194
hsa-mir-506	-3.802	-4.41	-4.002	-3.529	-3.412	-3.639	-3.093	-3.862	-4.306	-3.698	-3.202	-3.647	-3.615	-3.398	-3.453	-4.116	-3.687	-4.388	-3.545	-3.167	-1.38	-3.201	-2.905	-2.26	-4.132	-3.98	-1.612	-0.235	-1.289	-0.763	-0.125	-2.679	-2.891	-4.328	-4.374	-3.916	-4.285	-3.176	-3.558	-3.497	-3.606	-4.028	-3.07	-3.454	-3.785	-3.661	-3.045	-4.34	-3.366	-3.624	-2.894	-3.962	-4.334	-3.496	-4.422	-3.162	-3.975
hsa-mir-507	-3.802	-4.41	-4.002	-3.529	-3.412	-3.639	-3.093	-3.862	-4.306	-3.698	-3.202	-3.647	-3.615	-3.398	-3.453	-4.116	-3.687	-4.388	-3.545	-3.167	-1.38	-3.201	-2.905	-2.26	-4.257	-3.98	-2.386	-0.904	-2.124	-1.778	-0.839	-3.621	-2.891	-4.328	-4.374	-3.916	-4.285	-3.176	-3.903	-3.497	-3.606	-4.028	-3.07	-3.454	-3.785	-3.661	-3.045	-4.34	-3.366	-3.624	-2.894	-3.962	-4.513	-3.496	-4.549	-3.162	-3.998
hsa-mir-508	-3.802	-4.41	-4.002	-3.529	-3.412	-3.639	-3.093	-3.862	-4.306	-3.698	-3.202	-3.647	-3.615	-3.398	-3.453	-4.116	-3.687	-4.388	-3.545	-3.167	-1.38	-3.201	-2.905	-2.26	-3.89	-3.96	-2.561	-1.136	-2.588	-1.873	-1.085	-2.918	-2.891	-4.328	-4.374	-3.916	-4.285	-3.176	-3.903	-3.497	-3.606	-4.028	-3.07	-3.454	-3.785	-3.661	-3.045	-4.169	-3.366	-3.624	-2.894	-3.895	-4.458	-3.496	-4.351	-3.162	-3.872
hsa-mir-509-2	-3.802	-4.41	-4.002	-3.529	-3.412	-3.639	-3.093	-3.862	-4.306	-3.698	-3.202	-3.647	-3.615	-3.398	-3.453	-4.116	-3.687	-4.388	-3.545	-3.167	-1.38	-3.201	-2.905	-2.26	-4.257	-3.98	-0.802	0.305	-0.908	-0.602	0.362	-2.746	-2.891	-4.328	-4.374	-3.916	-4.285	-3.176	-3.903	-3.497	-3.606	-4.028	-3.07	-3.454	-3.785	-3.661	-3.045	-4.34	-3.366	-3.624	-2.894	-3.962	-4.513	-3.496	-4.549	-3.162	-3.998
hsa-mir-509-3	-3.802	-4.41	-4.002	-3.529	-3.412	-3.639	-3.093	-3.862	-4.306	-3.698	-3.202	-3.647	-3.615	-3.398	-3.453	-4.116	-3.687	-4.388	-3.545	-3.167	-1.38	-3.201	-2.905	-2.26	-4.257	-3.98	-0.802	0.305	-0.908	-0.602	0.362	-2.746	-2.891	-4.328	-4.374	-3.916	-4.285	-3.176	-3.903	-3.497	-3.606	-4.028	-3.07	-3.454	-3.785	-3.661	-3.045	-4.34	-3.366	-3.624	-2.894	-3.962	-4.513	-3.496	-4.549	-3.162	-3.998
hsa-mir-509-1	-3.802	-4.41	-4.002	-3.529	-3.412	-3.639	-3.093	-3.862	-4.306	-3.698	-3.202	-3.647	-3.615	-3.398	-3.453	-4.116	-3.687	-4.388	-3.545	-3.167	-1.38	-3.201	-2.905	-2.26	-4.257	-3.98	-0.802	0.305	-0.908	-0.602	0.362	-2.746	-2.891	-4.328	-4.374	-3.916	-4.285	-3.176	-3.903	-3.497	-3.606	-4.028	-3.07	-3.454	-3.785	-3.661	-3.045	-4.34	-3.366	-3.624	-2.894	-3.962	-4.513	-3.496	-4.549	-3.162	-3.998
hsa-mir-510	-3.802	-4.41	-4.002	-3.529	-3.412	-3.639	-3.093	-3.862	-4.306	-3.698	-3.202	-3.647	-3.615	-3.398	-3.453	-4.116	-3.687	-4.388	-3.545	-3.167	-1.38	-3.201	-2.905	-2.26	-4.257	-3.98	-3.149	-1.345	-2.479	-2.16	-2.257	-3.981	-2.891	-4.328	-4.374	-3.916	-4.285	-3.176	-3.903	-3.497	-3.606	-4.028	-3.07	-3.454	-3.785	-3.661	-3.045	-4.34	-3.366	-3.624	-2.894	-3.962	-4.513	-3.496	-4.549	-3.162	-3.998
hsa-mir-514-1	-3.802	-4.41	-4.002	-3.529	-3.412	-3.639	-3.093	-3.862	-4.306	-3.698	-3.202	-3.647	-3.615	-3.398	-3.453	-4.116	-3.687	-4.388	-3.545	-3.167	-1.38	-3.201	-2.905	-2.26	-4.257	-3.672	0.576	1.418	-0.141	0.592	1.295	-1.47	-2.891	-4.328	-4.374	-3.916	-4.285	-3.176	-3.903	-3.497	-3.606	-4.028	-3.07	-3.454	-3.785	-3.661	-3.045	-4.34	-3.366	-3.624	-2.894	-3.962	-4.513	-3.496	-4.549	-3.162	-3.998
hsa-mir-514-2	-3.802	-4.41	-4.002	-3.529	-3.412	-3.639	-3.093	-3.862	-4.306	-3.698	-3.202	-3.647	-3.615	-3.398	-3.453	-4.116	-3.687	-4.388	-3.545	-3.167	-1.38	-3.201	-2.905	-2.26	-4.257	-3.672	0.576	1.418	-0.141	0.592	1.295	-1.47	-2.891	-4.328	-4.374	-3.916	-4.285	-3.176	-3.903	-3.497	-3.606	-4.028	-3.07	-3.454	-3.785	-3.661	-3.045	-4.34	-3.366	-3.624	-2.894	-3.962	-4.513	-3.496	-4.549	-3.162	-3.998
hsa-mir-514-3	-3.802	-4.41	-4.002	-3.529	-3.412	-3.639	-3.093	-3.862	-4.306	-3.698	-3.202	-3.647	-3.615	-3.398	-3.453	-4.116	-3.687	-4.388	-3.545	-3.167	-1.38	-3.201	-2.905	-2.26	-4.257	-3.672	0.576	1.418	-0.141	0.592	1.295	-1.47	-2.891	-4.328	-4.374	-3.916	-4.285	-3.176	-3.903	-3.497	-3.606	-4.028	-3.07	-3.454	-3.785	-3.661	-3.045	-4.34	-3.366	-3.624	-2.894	-3.962	-4.513	-3.496	-4.549	-3.162	-3.998
hsa-mir-224	1.76	-0.132	-4.002	0.434	-3.412	-0.311	0.11	-3.862	-1.313	-1.839	-1.709	1.393	0.305	-3.11	-1.246	2.976	-3.687	-0.463	-3.545	-3.167	2.863	-3.201	-2.905	-2.26	-4.257	-3.98	-3.345	-3.673	-2.607	-3.213	-3.36	-4.655	1.504	0.651	0.967	-3.713	0.454	1.177	-3.903	2.857	1.484	-4.028	-1.451	0.301	0.932	-3.661	0.906	-4.34	-3.366	-3.624	-2.894	-3.962	0.703	-1.008	-0.576	-1.057	-0.42
hsa-mir-452	-2.132	-4.098	-4.002	-3.529	-3.412	-3.639	-3.093	-3.862	-4.306	-3.698	-3.202	-3.295	-3.499	-3.398	-3.453	-1.21	-3.687	-4.388	-3.119	-3.167	-1.19	-3.201	-2.905	-2.26	-4.257	-3.98	-3.345	-3.673	-2.607	-3.213	-3.36	-4.468	-2.891	-3.114	-2.835	-3.916	-4.088	-2.75	-3.903	-0.91	-2.689	-4.028	-3.07	-3.454	-3.526	-3.661	-3.045	-4.34	-3.366	-3.624	-2.894	-3.962	-2.97	-3.496	-3.369	-3.162	-3.502
hsa-mir-105-1	-3.802	-4.41	-4.002	-3.529	-3.412	-3.534	-3.093	-3.307	-4.306	-3.012	-2.552	-3.647	-3.615	-3.398	-3.453	-4.116	-3.687	-4.388	-3.545	-3.167	-1.38	-3.201	-2.905	-2.26	-3.76	-2.799	-3.345	-1.673	-2.42	-2.872	-1.752	-2.742	-2.891	-2.462	-4.374	-3.916	-4.285	-3.176	-3.903	-3.497	-2.851	-4.028	-3.07	-3.454	-3.785	-3.661	-3.045	-4.34	-3.366	-3.624	-2.894	-3.962	-4.513	-3.496	-2.669	-3.162	-3.998
hsa-mir-105-2	-3.802	-4.41	-4.002	-3.529	-3.412	-3.534	-3.093	-3.307	-4.306	-3.012	-2.552	-3.647	-3.615	-3.398	-3.453	-4.116	-3.687	-4.388	-3.545	-3.167	-1.38	-3.201	-2.905	-2.26	-3.76	-2.799	-3.345	-1.673	-2.42	-2.872	-1.752	-2.742	-2.891	-2.462	-4.374	-3.916	-4.285	-3.176	-3.903	-3.497	-2.851	-4.028	-3.07	-3.454	-3.785	-3.661	-3.045	-4.34	-3.366	-3.624	-2.894	-3.962	-4.513	-3.496	-2.669	-3.162	-3.998
